formulaRank,molecularFormula,adduct,precursorFormula,NPC#pathway,NPC#pathway Probability,NPC#superclass,NPC#superclass Probability,NPC#class,NPC#class Probability,ClassyFire#superclass,ClassyFire#superclass probability,ClassyFire#class,ClassyFire#class Probability,ClassyFire#subclass,ClassyFire#subclass Probability,ClassyFire#level 5,ClassyFire#level 5 Probability,ClassyFire#most specific class,ClassyFire#most specific class Probability,ClassyFire#all classifications,ionMass,retentionTimeInSeconds,retentionTimeInMinutes,formulaId,alignedFeatureId,compoundId,mappingFeatureId,overallFeatureQuality
1,C18H34N2O14,[M + H]+,C18H35N2O14+,Carbohydrates,1.000,Saccharides,0.994,Polysaccharides,0.955,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.999,Aminosaccharides,0.954,Aminocyclitol glycosides,0.886,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; Aminocyclitol glycosides; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Dialkylamines; Polyols; Amines; Secondary amines; Alkanolamines; Cyclitols and derivatives; Aminosaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",503.208,38,0.637,766800618269891211,766798212089929268,766798212089929267,2763,
1,C12H20N2O7,[M + H]+,C12H21N2O7+,Carbohydrates,0.986,Aminosugars and aminoglycosides,0.925,Aminosugars,0.899,Organic acids and derivatives,0.918,Carboxylic acids and derivatives,0.794,"Amino acids, peptides, and analogues",0.507,Amino acids and derivatives,0.502,Amino acids and derivatives,0.502,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Amino acids, peptides, and analogues; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monosaccharides; Secondary alcohols; Carbonyl compounds; Oxanes; Polyols; Amines; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",305.134,38,0.639,766798404050649694,766798212517748361,766798212517748360,2780,
1,C16H25N5O9,[M + H]+,C16H26N5O9+,Carbohydrates,0.365,Pseudoalkaloids (transamidation),0.398,Cyanogenic glycosides,0.314,Organic oxygen compounds,1.000,Organooxygen compounds,0.998,Carbohydrates and carbohydrate conjugates,0.966,Glycosyl compounds,0.875,Glycosylamines,0.684,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Ethers; Organonitrogen compounds; Primary alcohols; Organooxygen compounds; Azoles; Monosaccharides; Acetals; Secondary alcohols; Imidazopyrimidines; Oxanes; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,432.171,38,0.640,766798514427955310,766798162467108504,766798162467108503,691,
1,C7H7NO2,[M + H]+,C7H8NO2+,Alkaloids,0.986,Nicotinic acid alkaloids,0.970,Pyridine alkaloids,0.970,Organoheterocyclic compounds,0.999,Pyridines and derivatives,0.967,Pyridinecarboxylic acids and derivatives,0.842,Pyridinecarboxylic acids,0.831,Pyridinecarboxylic acids,0.831,Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Monocarboxylic acids and derivatives; Carboxylic acids; Pyridinecarboxylic acids and derivatives; Pyridinium derivatives; Pyridinecarboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Methylpyridines; N-methylpyridinium compounds; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,138.055,38,0.640,766798382936522887,766798189184830239,766798189184830238,1760,
1,C15H18O10,[M + Na]+,C15H18NaO10+,Shikimates and Phenylpropanoids,0.913,Coumarins,0.912,Simple coumarins,0.610,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.991,Glycosyl compounds,0.898,Phenolic glycosides,0.704,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lactones; Alcohols and polyols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Hexoses; Monosaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Phenol ethers; Benzenoids; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; Chemical entities,381.079,39,0.642,766798412619613127,766798144553233590,766798144553233589,183,
1,C24H44N2O19,[M + H]+,C24H45N2O19+,Carbohydrates,1.000,Saccharides,0.997,Polysaccharides,0.996,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.999,Aminosaccharides,0.968,Aminoglycosides,0.691,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Oligosaccharides; Ethers; Organonitrogen compounds; Aminoglycosides; Primary alcohols; Organooxygen compounds; Hemiacetals; Acetals; Secondary alcohols; 1,2-aminoalcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Amines; Alkanolamines; Aminosaccharides; Oxacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",665.261,39,0.643,766798532660594925,766798212136066622,766798212136066621,2765,
1,C12H18N2O6,[M + H]+,C12H19N2O6+,Amino acids and Peptides,0.741,Lysine alkaloids,0.112,Piperidine alkaloids,0.047,Organic acids and derivatives,0.990,Carboxylic acids and derivatives,0.983,"Amino acids, peptides, and analogues",0.783,Amino acids and derivatives,0.776,Alpha amino acids and derivatives,0.686,"Organic compounds; Organoheterocyclic compounds; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Lactams; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; Amines; Organic oxides; Azacyclic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",287.124,39,0.643,766798602852272621,766798212295450209,766798212295450208,2772,
1,C10H11NO5,[M + H]+,C10H12NO5+,Alkaloids,0.605,Nicotinic acid alkaloids,0.771,Pyridine alkaloids,0.770,Organoheterocyclic compounds,0.913,Pyridines and derivatives,0.837,Pyridinecarboxylic acids and derivatives,0.535,,,Pyridinecarboxylic acids and derivatives,0.535,Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Carboxylic acid derivatives; Carboxylic acids; Carboxylic acid esters; Pyridinecarboxylic acids and derivatives; Carbonyl compounds; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,226.071,39,0.644,766798399353029122,766798161754076694,766798161754076693,665,
1,C21H28O15,[M + Na]+,C21H28NaO15+,Shikimates and Phenylpropanoids,0.466,Monoterpenoids,0.751,Secoiridoid monoterpenoids,0.557,Lipids and lipid-like molecules,0.924,Prenol lipids,0.311,Terpene glycosides,0.501,,,Terpene glycosides,0.501,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Lipids and lipid-like molecules; Styrenes; Coumaric acids and derivatives; Alcohols and polyols; Phenols; Catechols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Carboxylic acids and derivatives; Primary alcohols; Organooxygen compounds; Fatty acid esters; Cinnamic acids and derivatives; Carboxylic acid derivatives; Monocarboxylic acids and derivatives; Carboxylic acid esters; Benzenediols; Hydroxycinnamic acids and derivatives; Monosaccharides; Acetals; Secondary alcohols; Carbonyl compounds; Oxanes; Terpene glycosides; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Benzenoids; Cinnamic acid esters; Enoate esters; Alpha,beta-unsaturated carboxylic esters; Fatty Acyls; Organic oxides; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Chemical entities",543.132,39,0.645,766798774097317299,766798146625219986,766798146625219985,227,
1,C35H36N4O6S3,[M + H]+,C35H37N4O6S3+,Amino acids and Peptides,0.955,Oligopeptides,0.843,Cyclamides,0.143,Organic acids and derivatives,0.996,Carboxylic acids and derivatives,0.974,"Amino acids, peptides, and analogues",0.617,Amino acids and derivatives,0.609,Amino acids and derivatives,0.609,"Organic compounds; Organoheterocyclic compounds; Organosulfur compounds; Amino acids, peptides, and analogues; Thiazoles; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Amino acids and derivatives; Azoles; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acid esters; Carbonyl compounds; Benzene and substituted derivatives; Benzenoids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",705.185,39,0.646,766799274326793369,766798180649419819,766798180649419818,1397,
1,C9H15NO5,[M + H]+,C9H16NO5+,Amino acids and Peptides,0.393,Small peptides,0.488,Aminoacids,0.408,Organic acids and derivatives,0.997,Carboxylic acids and derivatives,0.996,"Amino acids, peptides, and analogues",0.936,Amino acids and derivatives,0.936,Alpha amino acids,0.597,"Organic compounds; Lipids and lipid-like molecules; Amino acids, peptides, and analogues; Alpha amino acids and derivatives; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Dicarboxylic acids and derivatives; Amino acids and derivatives; Carboxylic acid amides; Carboxylic acid derivatives; Carboxylic acids; Carbonyl compounds; Alpha amino acids; Amines; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Amino acids; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",218.102,39,0.646,766798606992050770,766798189549734767,766798189549734766,1777,
1,C9H9NO4,[M + H]+,C9H10NO4+,Alkaloids,0.910,Nicotinic acid alkaloids,0.947,Pyridine alkaloids,0.947,Organoheterocyclic compounds,0.981,Pyridines and derivatives,0.954,Pyridinecarboxylic acids and derivatives,0.753,Pyridinecarboxylic acids,0.688,Pyridinecarboxylic acids,0.688,Organic compounds; Organoheterocyclic compounds; Pyridines and derivatives; Alkyl aryl ethers; Ethers; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Pyridinecarboxylic acids and derivatives; Pyridinecarboxylic acids; Organic oxides; Azacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities,196.060,39,0.646,766798629817453565,766798240493762131,766798240493762130,4024,
1,C16H16N6O6,[M + K]+,C16H16KN6O6+,Carbohydrates,0.986,Nucleosides,0.955,Purine nucleosides,0.872,Organic oxygen compounds,1.000,Organooxygen compounds,0.992,Carbohydrates and carbohydrate conjugates,0.749,Glycosyl compounds,0.698,Glycosylamines,0.886,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Primary alcohols; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Diazines; Monosaccharides; Secondary alcohols; Carbonyl compounds; Glycosyl compounds; Glycosylamines; Substituted imidazoles; N-substituted imidazoles; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Vinylogous amides; Organic oxides; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",427.076,39,0.649,766804705111680777,766798165679945928,766798165679945927,809,
1,C10H21NO5,[M + H]+,C10H22NO5+,Fatty acids,0.994,Fatty esters,0.978,Fatty acyl carnitines,0.989,Lipids and lipid-like molecules,0.722,Fatty Acyls,0.723,,,,,Fatty Acyls,0.723,"Organic compounds; Lipids and lipid-like molecules; Alcohols and polyols; Organic acids and derivatives; Carboxylic acids and derivatives; Organonitrogen compounds; Organooxygen compounds; Quaternary ammonium salts; Monocarboxylic acids and derivatives; Carboxylic acids; Secondary alcohols; Carbonyl compounds; 1,2-aminoalcohols; Amines; Alkanolamines; Organic cations; Organic salts; Fatty Acyls; Organic oxides; Hydrocarbon derivatives; Tetraalkylammonium salts; Organopnictogen compounds; Organic oxygen compounds; Organic nitrogen compounds; Chemical entities",236.149,39,0.652,766798536028621112,766798192531885536,766798192531885535,1912,
1,C33H36O16,[M + H]+,C33H37O16+,Shikimates and Phenylpropanoids,1.000,Flavonoids,0.994,Flavones,0.983,Phenylpropanoids and polyketides,0.998,Flavonoids,0.986,Flavonoid glycosides,0.965,Flavonoid O-glycosides,0.959,Flavonoid-7-O-glycosides,0.614,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrans; Benzopyrans; Alkyl aryl ethers; Alcohols and polyols; Phenols; Anisoles; Chromones; Methoxyphenols; Ethers; Phenylpropanoids and polyketides; Organic acids and derivatives; Primary alcohols; Organooxygen compounds; Flavonoids; Pyranones and derivatives; Flavonoid glycosides; Monosaccharides; Flavonoid O-glycosides; Flavones; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Benzene and substituted derivatives; Polyols; Phenol ethers; Benzenoids; O-methylated flavonoids; 3'-O-methylated flavonoids; Hydroxyflavonoids; 5-hydroxyflavonoids; 1-benzopyrans; Flavonoid-7-O-glycosides; Vinylogous acids; Organic oxides; Methoxybenzenes; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Phenolic glycosides; Organic oxygen compounds; 1-hydroxy-2-unsubstituted benzenoids; 1-hydroxy-4-unsubstituted benzenoids; Phenoxy compounds; Chemical entities,689.211,39,0.654,766798941282276194,766798182062900547,766798182062900546,1453,
1,C10H12N6O7,[M + Na]+,C10H12N6NaO7+,Carbohydrates,0.993,Nucleosides,0.976,Purine nucleosides,0.945,Organic oxygen compounds,1.000,Organooxygen compounds,0.983,Carbohydrates and carbohydrate conjugates,0.710,Glycosyl compounds,0.519,Glycosylamines,0.679,"Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Pyrimidines and pyrimidine derivatives; Imidazoles; Alcohols and polyols; Organic acids and derivatives; Organonitrogen compounds; Nucleosides, nucleotides, and analogues; Organooxygen compounds; Azoles; Organic nitro compounds; Aminopyrimidines and derivatives; Diazines; Organic oxoazanium compounds; Monosaccharides; Secondary alcohols; Glycosyl compounds; Glycosylamines; Polyols; Substituted imidazoles; N-substituted imidazoles; Amines; Primary amines; Organic zwitterions; Organic 1,3-dipolar compounds; Allyl-type 1,3-dipolar organic compounds; Propargyl-type 1,3-dipolar organic compounds; Organic oxides; C-nitro compounds; Azacyclic compounds; Oxacyclic compounds; Heteroaromatic compounds; Hydrocarbon derivatives; Organopnictogen compounds; Organic oxygen compounds; Nitroaromatic compounds; Organic nitrogen compounds; Chemical entities",351.069,39,0.657,766798928061829676,766798183367329356,766798183367329355,1510,
1,C12H22O11,[M + Na]+,C12H22NaO11+,Carbohydrates,0.999,Saccharides,0.999,Disaccharides,0.998,Organic oxygen compounds,1.000,Organooxygen compounds,1.000,Carbohydrates and carbohydrate conjugates,0.999,Disaccharides,0.827,Disaccharides,0.827,Organic compounds; Organoheterocyclic compounds; Carbohydrates and carbohydrate conjugates; Alcohols and polyols; Ethers; Primary alcohols; Organooxygen compounds; Disaccharides; Acetals; Secondary alcohols; Oxanes; Glycosyl compounds; O-glycosyl compounds; Polyols; Oxacyclic compounds; Hydrocarbon derivatives; Organic oxygen compounds; Chemical entities,365.105,40,0.658,766798959607190709,766798139335518839,766798139335518838,68,
