SampleID,Host.genus,Species_final_nov24,Native.status,Native.status.fine,Otu,occurence,Phylum,Class,Order,Family,Genus,Database,likelihood.weight
NA,NA,NA,NA,NA,Otu763,NA,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
NA,NA,NA,NA,NA,Otu516,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
NA,NA,NA,NA,NA,Otu355,NA,Ascomycota,Eurotiomycetes,Eurotiomycetes incertae sedis,.,Paracladophialophora,Tbas,0.999376977
NA,NA,NA,NA,NA,Otu939,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
NA,NA,NA,NA,NA,Otu525,NA,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,0.969894289
NA,NA,NA,NA,NA,Otu363,NA,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
NA,NA,NA,NA,NA,Otu187,NA,Glomeromycota,Glomeromycetes,Gigasporales,Dentiscutataceae,Dentiscutata,Unite,NA
NA,NA,NA,NA,NA,Otu273,NA,Ascomycota,Leotiomycetes,Helotiales,Hyaloscyphaceae,Hyaloscyphaceae_gen_Incertae_sedis,Unite,NA
NA,NA,NA,NA,NA,Otu57,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
NA,NA,NA,NA,NA,Otu712,NA,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
NA,NA,NA,NA,NA,Otu236,NA,Basidiomycota,Ustilaginomycetes,Urocystidales,Floromycetaceae,Antherospora,Unite,NA
NA,NA,NA,NA,NA,Otu769,NA,Basidiomycota,Agaricomycetes,Agaricales,Agaricaceae,Agaricus,Tbas,1
NA,NA,NA,NA,NA,Otu62,NA,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
NA,NA,NA,NA,NA,Otu191,NA,Basidiomycota,Agaricomycetes,Russulales,Hericiaceae,Hericium,Tbas,0.987413157
NA,NA,NA,NA,NA,Otu196,NA,Ascomycota,Eurotiomycetes,Eurotiales,Aspergillaceae,Penicillium,Unite,NA
NA,NA,NA,NA,NA,Otu116,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
NA,NA,NA,NA,NA,Otu108,NA,Zoopagomycota,Zoopagomycetes,Zoopagales,Helicocephalidaceae,Rhopalomyces,Tbas,0.997549655
NA,NA,NA,NA,NA,Otu73,NA,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
NA,NA,NA,NA,NA,Otu805,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
NA,NA,NA,NA,NA,Otu439,NA,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.971083323
NA,NA,NA,NA,NA,Otu449,NA,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Tremateia,Unite,NA
NA,NA,NA,NA,NA,Otu437,NA,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,Unite,NA
NA,NA,NA,NA,NA,Otu717,NA,Basidiomycota,Agaricomycetes,Cantharellales,Cantharellaceae,Cantharellus,Tbas,0.98105168
NA,NA,NA,NA,NA,Otu397,NA,Ascomycota,Dothideomycetes,Dothideales,Dothideales_fam_Incertae_sedis,Hormonema,Unite,NA
NA,NA,NA,NA,NA,Otu344,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
NA,NA,NA,NA,NA,Otu247,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeosphaeria,Unite,NA
NA,NA,NA,NA,NA,Otu166,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
NA,NA,NA,NA,NA,Otu798,NA,Ascomycota,Sordariomycetes,Xylariales,Xylariaceae,Hypocopra,Unite,NA
NA,NA,NA,NA,NA,Otu705,NA,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Pseudopithomyces,Unite,NA
NA,NA,NA,NA,NA,Otu155,NA,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Trametes,Unite,NA
NA,NA,NA,NA,NA,Otu783,NA,Basidiomycota,Agaricomycetes,Corticiales,Corticiaceae,Laetisaria,Tbas,0.990953679
NA,NA,NA,NA,NA,Otu714,NA,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Curvularia,Unite,NA
NA,NA,NA,NA,NA,Otu650,NA,Basidiomycota,Exobasidiomycetes,Exobasidiales,Brachybasidiaceae,Meira,Tbas,1
NA,NA,NA,NA,NA,Otu882,NA,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,Tbas,1
NA,NA,NA,NA,NA,Otu668,NA,Basidiomycota,Agaricomycetes,Cantharellales,Botryobasidiaceae,Botryobasidium,Tbas,0.999999802
NA,NA,NA,NA,NA,Otu952,NA,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
NA,NA,NA,NA,NA,Otu32,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
NA,NA,NA,NA,NA,Otu81,NA,Basidiomycota,Agaricomycetes,Sebacinales,Serendipitaceae,Serendipitaceae_gen_Incertae_sedis,Unite,NA
NA,NA,NA,NA,NA,Otu235,NA,Ascomycota,Dothideomycetes,Pleosporales,Periconiaceae,Periconia,Unite,NA
NA,NA,NA,NA,NA,Otu336,NA,Ascomycota,Dothideomycetes,Mycosphaerellales,Teratosphaeriaceae,Devriesia,Unite,NA
NA,NA,NA,NA,NA,Otu670,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Did not meet thresholds,NA
NA,NA,NA,NA,NA,Otu443,NA,Ascomycota,Sordariomycetes,Amphisphaeriales,Clypeophysalosporaceae,Clypeophysalospora,Unite,NA
NA,NA,NA,NA,NA,Otu250,NA,Ascomycota,Dothideomycetes,Pleosporales,Didymosphaeriaceae,Spegazzinia,Tbas,1
NA,NA,NA,NA,NA,Otu704,NA,Basidiomycota,Agaricomycetes,Polyporales,Polyporaceae,Fomes,Unite,NA
NA,NA,NA,NA,NA,Otu376,NA,Basidiomycota,Agaricomycetes,Boletales,Boletaceae,Boletus,Unite,NA
NA,NA,NA,NA,NA,Otu970,NA,Basidiomycota,Agaricomycetes,Agaricales,Bolbitiaceae,Conocybe,Unite,NA
NA,NA,NA,NA,NA,Otu267,NA,Basidiomycota,Agaricomycetes,Boletales,Boletinellaceae,Phlebopus,Unite,NA
NA,NA,NA,NA,NA,Otu812,NA,Unknown,Unknown,Unknown,Unknown,Unknown,Tbas.Unite,NA
NA,NA,NA,NA,NA,Otu806,NA,Ascomycota,Ascomycota_cls_Incertae_sedis,Ascomycota_ord_Incertae_sedis,Ascomycota_fam_Incertae_sedis,Ascomycota_gen_Incertae_sedis,Unite,NA
NA,NA,NA,NA,NA,Otu723,NA,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,1
NA,NA,NA,NA,NA,Otu260,NA,Ascomycota,Dothideomycetes,Pleosporales,Phaeosphaeriaceae,Phaeoseptoriella,Tbas,0.995628722
NA,NA,NA,NA,NA,Otu862,NA,Basidiomycota,Agaricomycetes,Hymenochaetales,Hymenochaetaceae,Fuscoporia,Unite,NA
NA,NA,NA,NA,NA,Otu438,NA,Basidiomycota,Agaricomycetes,Agaricales,Inocybaceae,Inocybe,Tbas,0.999873301
NA,NA,NA,NA,NA,Otu245,NA,Basidiomycota,Agaricomycetes,Agaricales,Psathyrellaceae,Parasola,Tbas,0.999189964
NA,NA,NA,NA,NA,Otu792,NA,Ascomycota,Leotiomycetes,Helotiales,Sclerotiniaceae,Clarireedia,Unite,NA
